seqnames	start	end	width	gene	Reads	Background	ReadsPerMb	Library
chr10	117960853	117983753	22901	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr11	104972098	104976933	4836	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr11	133334754	133336463	1710	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr13	71798325	71803194	4870	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr15	60799886	60812805	12920	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr16	21355106	21504979	149874	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr16	22698828	22727829	29002	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr18	8750134	8752247	2114	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr2	104216108	104238938	22831	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr2	132504986	132546326	41341	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr2	225304481	225304878	398	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr3	151292172	151298442	6271	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr4	122117047	122142296	25250	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr4	183537397	183548363	10967	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr5	88437985	88456585	18601	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr6	119641767	119685622	43856	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr6	119711909	119773908	62000	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8	99606760	99614823	8064	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8	99729816	99735884	6069	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8	113234248	113249137	14890	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8	113811924	113812950	1027	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr9	109210212	109213203	2992	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr9	130800404	130806804	6401	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr10	60091801	60092271	471	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr11	91215453	91220324	4872	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr12	47447591	47451500	3910	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr12	131053750	131058036	4287	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr16	21503300	21507445	4146	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr16	22699214	22708820	9607	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr18	44387902	44396727	8826	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr22	23277473	23299591	22119	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chrX	149648624	149689623	41000	RECQL5	1159890	9.6%	177	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr5	13477189	13567182	89994	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr6	137174801	137219407	44607	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr7	120288673	120357575	68903	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr14	54960898	54976544	15647	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr14	66176680	66193957	17278	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr17	68424777	68475421	50645	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr19	9435298	9484718	49421	RECQL5	458004	10.5%	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr3	40474910	40476035	1126	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3	41611009	41619449	8441	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3	46561147	46562078	932	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr9	130801672	130810765	9094	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr12	87784090	87793504	9415	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15	60853696	60891653	37958	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15	72621558	72692012	70455	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15	74108638	74114010	5373	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15	89338905	89346587	7683	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr19	51315676	51363744	48069	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr22	23482081	23483303	1223	RECQL5	1262762	13.7%	192	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3	151296693	151300004	3312	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr4	158017819	158019460	1642	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr6	37913856	37952533	38678	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr7	41674344	41718965	44622	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8	40092542	40094092	1551	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8	105587646	105591312	3667	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8	106063356	106067079	3724	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8	106117908	106121176	3269	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8	106171654	106183148	11495	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr9	130769463	130790066	20604	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr12	78582401	78659831	77431	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr12	79903554	79967226	63673	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr15	72627217	72711904	84688	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr15	74020503	74020819	317	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr16	20930339	21181225	250887	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr16	22824006	22861053	37048	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr22	23273038	23303182	30145	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chrX	91930335	91993778	63444	RECQL5	857508	6.0%	131	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr1	168041088	168070830	29743	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr2	45946205	46002855	56651	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr2	63141867	63185361	43495	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr3	3093135	3104631	11497	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr4	90918276	91004344	86069	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr4	138693086	138743979	50894	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr5	75850181	75885859	35679	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr8	16945587	16985073	39487	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr8	17695948	17702623	6676	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr9	68392146	68812649	420504	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr9	130855631	130921223	65593	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr13	66784532	66886403	101872	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15	61089884	61133229	43346	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15	88563823	88568233	4411	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15	88737151	88740261	3111	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15	88834228	88848341	14114	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr21	14085149	14260136	174988	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr22	23194748	23213102	18355	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chrX	71338617	71395555	56939	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chrX	137941698	137989756	48059	RECQL5	349536	5.1%	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr1	88656589	88661388	4800	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr2	184495982	184499948	3967	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr2	239196043	239202112	6070	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3	52713408	52718650	5243	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3	180574512	180581484	6973	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3	195316680	195344614	27935	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr4	122052680	122067915	15236	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr6	6395323	6436585	41263	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr9	68614767	68691104	76338	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr9	84265951	84279757	13807	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr10	128332777	128349040	16264	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr11	132145589	132171305	25717	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr12	124301639	124432575	130937	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr16	21010275	21035332	25058	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr16	22695202	22713821	18620	RECQL5	761276	10.0%	118	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr1	67353998	67356600	2603	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr4	140144664	140168203	23540	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr4	140289292	140294462	5171	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr5	14643272	14679946	36675	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr6	119008565	119039202	30638	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8	38009659	38014302	4644	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8	39225932	39228957	3026	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8	80971538	80973878	2341	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr9	130788036	130793018	4983	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr11	75134423	75137980	3558	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr11	75946089	75968111	22023	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr12	85781498	85785862	4365	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15	72614635	72674944	60310	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15	74059082	74115041	55960	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr16	21338819	21370480	31662	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr16	22774167	22785655	11489	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr19	3402017	3419151	17135	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr20	21880168	21905272	25105	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr20	22538811	22546122	7312	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr22	23284001	23292772	8772	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chrX	67697154	67720017	22864	RECQL5	1234952	7.2%	186	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr1	61766377	61801682	35306	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr3	151493434	151496764	3331	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr5	115498856	115501288	2433	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr5	159251030	159337976	86947	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9	129844828	129872813	27986	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9	130102239	130177636	75398	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9	130761579	130837826	76248	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr12	122822944	122856722	33779	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr13	52023014	52137936	114923	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr13	99072645	99112758	40114	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr15	72626349	72674078	47730	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr15	74045505	74054196	8692	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr19	24418064	27254647	2836584	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr22	23235650	23238579	2930	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chrX	24704170	24779367	75198	RECQL5	701866	10.6%	110	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr2	17817539	17822425	4887	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr4	20340901	20349339	8439	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr8	37658388	37661192	2805	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr8	43896492	43914791	18300	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr11	115546748	115587956	41209	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr11	119888055	119917140	29086	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr12	51539204	51574816	35613	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15	60798911	60805346	6436	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15	72599375	72716424	117050	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15	74122930	74131773	8844	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15	89171546	89206121	34576	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr17	30685396	30883423	198028	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr17	71185628	71194020	8393	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr20	21863812	21872794	8983	RECQL5	521150	8.5%	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr1	119722186	119724873	2688	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr2	99529802	99567727	37926	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr2	128783318	128799005	15688	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr2	213900087	213917976	17890	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr4	37836057	37859310	23254	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr9	4395618	4416375	20758	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr10	111155256	111165143	9888	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr12	110132639	110132958	320	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr13	74139187	74161799	22613	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15	60819072	60821538	2467	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15	72592262	72602661	10400	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15	74062936	74118601	55666	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15	89249426	89346710	97285	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr18	75168077	75203596	35520	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr20	14669918	14776375	106458	RECQL5	438986	9.5%	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr3	194002545	194003675	1131	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr4	20436429	20440288	3860	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr6	39680365	39680525	161	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr9	67773669	67829473	55805	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr9	130797568	130807694	10127	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr15	60857727	60862229	4503	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr18	7536611	7584380	47770	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr22	23280083	23297918	17836	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chrX	77045273	77050563	5291	RECQL5	1361648	5.2%	207	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr4	85431986	85437133	5148	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr9	68351687	68367480	15794	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr9	131117381	131123143	5763	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr11	78352296	78391435	39140	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr14	81518289	81544277	25989	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr15	72626095	72629301	3207	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr15	72753636	72755255	1620	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr15	73799573	73815759	16187	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr15	74045272	74058270	12999	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr22	23274420	23296685	22266	RECQL5	739224	9.6%	114	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr2	45020822	45027037	6216	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr6	13567457	13695388	127932	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr6	153019513	153061227	41715	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr9	98594750	98632428	37679	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr9	98728743	98730364	1622	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr12	15998711	15999466	756	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15	74076071	74100205	24135	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15	89385551	89419903	34353	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr18	1441158	1451931	10774	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr19	24406263	24414562	8300	RECQL5	976904	9.9%	151	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr4	172303439	172329845	26407	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr6	538358	548814	10457	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr8	15263121	15264579	1459	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr8	37462571	37483005	20435	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr9	130805378	130807994	2617	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr10	74817181	74821852	4672	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15	60812636	60812927	292	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15	72626664	72678822	52159	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15	74065967	74072828	6862	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15	89347800	89351968	4169	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16	21557856	21560628	2773	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16	22637151	22640308	3158	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16	22662662	22662925	264	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr22	23289828	23291782	1955	WT	2132524	7.2%	284	zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr8	7127427	7131524	4098	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr8	8309449	8312541	3093	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr15	72673890	72687645	13756	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr15	74045685	74046076	392	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr16	21375947	21479734	103788	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr16	22675937	22693303	17367	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr17	22462878	22476924	14047	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr17	22556795	22565766	8972	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
